repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",notaryproject__notation___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,10. Help and documentation,notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,10. Help and documentation,notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
notaryproject/notation,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
notaryproject/notation,10. Help and documentation,notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
notaryproject/notation,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",notaryproject__notation___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
